Reaction_Type,Sentiment,Score,Content_Type,Category,Content ID,Datetime
heart,positive,60,photo,studying,34f73132-fff6-4f01-a5ec-4b4b66461fc7,2021-04-28 21:09:29
heart,positive,60,photo,studying,220d9dc1-f8a5-422d-b200-3819f3b89b2b,2021-05-26 20:51:59
heart,positive,60,photo,studying,220d9dc1-f8a5-422d-b200-3819f3b89b2b,2021-02-06 09:30:10
heart,positive,60,photo,studying,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,2021-03-17 07:10:10
heart,positive,60,photo,studying,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,2020-09-30 15:28:49
heart,positive,60,photo,studying,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,2020-09-06 08:09:30
heart,positive,60,photo,studying,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,2020-06-24 02:02:05
heart,positive,60,photo,studying,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,2020-07-25 14:49:06
heart,positive,60,photo,studying,14ed7f7b-2c96-4458-8a39-606c25c14180,2020-12-22 03:22:18
heart,positive,60,photo,studying,c01fa154-5348-4040-9d20-0bbf01f6349b,2021-05-27 23:09:17
heart,positive,60,photo,studying,c01fa154-5348-4040-9d20-0bbf01f6349b,2020-06-29 10:18:22
heart,positive,60,photo,studying,2d949603-6676-4402-900b-2c2c78315ea0,2020-09-23 22:01:45
heart,positive,60,photo,studying,50c9237a-541c-4f10-a2be-7cbe076b2012,2021-05-18 01:53:03
heart,positive,60,photo,studying,50c9237a-541c-4f10-a2be-7cbe076b2012,2020-08-07 09:43:12
heart,positive,60,photo,studying,50c9237a-541c-4f10-a2be-7cbe076b2012,2020-07-12 21:16:13
heart,positive,60,photo,studying,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,2020-08-23 04:16:12
heart,positive,60,photo,studying,e442899c-d2d6-4392-be2d-a0b916ae47fb,2020-08-24 22:36:59
heart,positive,60,photo,studying,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,2021-02-04 00:01:42
heart,positive,60,photo,studying,d852b946-01e1-44fe-abd7-26198660cbdb,2021-05-05 22:54:45
heart,positive,60,photo,studying,78713905-362f-4a87-9671-adab5f1e0e67,2020-09-27 07:20:20
heart,positive,60,photo,studying,78713905-362f-4a87-9671-adab5f1e0e67,2020-06-20 12:57:00
heart,positive,60,photo,studying,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,2020-10-05 01:52:32
heart,positive,60,photo,studying,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,2020-06-24 21:24:40
heart,positive,60,photo,studying,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,2020-12-28 10:15:32
heart,positive,60,photo,studying,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,2021-01-13 12:01:55
heart,positive,60,photo,studying,026973ef-4b73-4901-9160-bc9e04516057,2020-12-19 12:17:27
heart,positive,60,photo,studying,026973ef-4b73-4901-9160-bc9e04516057,2021-03-16 15:52:11
heart,positive,60,photo,studying,026973ef-4b73-4901-9160-bc9e04516057,2020-12-19 23:12:17
heart,positive,60,photo,studying,f08bdab2-b888-484e-8fd9-919e6ed86c12,2020-07-17 07:24:58
heart,positive,60,photo,studying,f08bdab2-b888-484e-8fd9-919e6ed86c12,2021-03-18 08:05:38
heart,positive,60,photo,studying,f08bdab2-b888-484e-8fd9-919e6ed86c12,2021-05-30 14:23:22
heart,positive,60,photo,studying,f08bdab2-b888-484e-8fd9-919e6ed86c12,2021-04-14 20:19:47
heart,positive,60,photo,studying,f08bdab2-b888-484e-8fd9-919e6ed86c12,2021-04-02 01:09:10
heart,positive,60,photo,studying,258bb775-3c35-4eec-90f3-8b75a52e466a,2020-08-12 18:16:14
heart,positive,60,photo,studying,258bb775-3c35-4eec-90f3-8b75a52e466a,2020-08-17 21:09:56
heart,positive,60,photo,studying,258bb775-3c35-4eec-90f3-8b75a52e466a,2020-10-29 23:33:26
heart,positive,60,photo,studying,8d32243c-2dd1-4128-bde1-d643207e582c,2020-09-14 11:25:21
heart,positive,60,photo,studying,8d32243c-2dd1-4128-bde1-d643207e582c,2020-09-13 17:03:47
heart,positive,60,photo,studying,8d32243c-2dd1-4128-bde1-d643207e582c,2020-07-31 09:20:37
heart,positive,60,photo,studying,8d32243c-2dd1-4128-bde1-d643207e582c,2020-09-28 17:44:31
heart,positive,60,photo,studying,8d32243c-2dd1-4128-bde1-d643207e582c,2021-01-25 18:38:25
heart,positive,60,photo,studying,e2c433d2-096e-484e-8c69-28f0bb69f3b7,2020-11-06 19:44:57
heart,positive,60,photo,studying,e2c433d2-096e-484e-8c69-28f0bb69f3b7,2021-05-16 06:36:55
heart,positive,60,photo,studying,e2c433d2-096e-484e-8c69-28f0bb69f3b7,2021-06-14 22:25:16
heart,positive,60,photo,studying,3d8fffab-6107-4d7b-9485-c610e233c91c,2020-09-30 10:05:00
heart,positive,60,photo,studying,3d8fffab-6107-4d7b-9485-c610e233c91c,2020-12-23 15:17:34
heart,positive,60,photo,studying,409aa11d-5af3-4a70-9da1-482857f5835e,2021-03-23 02:03:11
heart,positive,60,photo,studying,409aa11d-5af3-4a70-9da1-482857f5835e,2020-12-22 14:39:28
heart,positive,60,photo,studying,409aa11d-5af3-4a70-9da1-482857f5835e,2021-06-14 22:33:41
heart,positive,60,photo,studying,9ef39aa2-60f9-4e4b-b666-c6cb97015503,2021-03-29 23:56:26
heart,positive,60,photo,studying,841403fd-321b-4118-90b3-cc0075d64047,2020-10-19 00:10:27
heart,positive,60,photo,studying,841403fd-321b-4118-90b3-cc0075d64047,2020-07-05 10:46:36
heart,positive,60,photo,studying,841403fd-321b-4118-90b3-cc0075d64047,2020-09-03 12:21:03
heart,positive,60,photo,studying,841403fd-321b-4118-90b3-cc0075d64047,2020-09-02 01:44:55
heart,positive,60,photo,studying,841403fd-321b-4118-90b3-cc0075d64047,2021-03-13 13:30:01
heart,positive,60,photo,studying,3724de8a-ec2f-4021-a3f1-605d551da9d0,2020-10-14 12:52:43
heart,positive,60,photo,studying,3724de8a-ec2f-4021-a3f1-605d551da9d0,2020-12-29 00:12:50
heart,positive,60,photo,studying,3724de8a-ec2f-4021-a3f1-605d551da9d0,2020-12-20 01:08:51
heart,positive,60,photo,studying,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,2021-02-28 13:10:52
heart,positive,60,photo,studying,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,2020-10-30 04:08:31
heart,positive,60,photo,studying,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,2020-10-24 01:16:51
heart,positive,60,photo,studying,359b93ea-446f-4202-8801-db238de5de4d,2021-06-05 03:08:17
heart,positive,60,photo,studying,0adb9a94-210a-4e84-bca1-13db9452ff0e,2020-09-05 16:55:49
heart,positive,60,photo,studying,0adb9a94-210a-4e84-bca1-13db9452ff0e,2020-07-22 14:32:56
heart,positive,60,photo,studying,3c510b35-43e2-4e84-a805-86c5ebddc4cf,2021-06-05 19:26:57
heart,positive,60,photo,studying,86346263-02db-4020-a216-9e54f502f643,2021-04-10 23:58:41
heart,positive,60,photo,studying,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,2020-12-04 19:11:38
heart,positive,60,photo,studying,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,2021-05-05 20:04:54
heart,positive,60,photo,studying,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,2020-07-28 21:12:21
heart,positive,60,photo,studying,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,2020-06-29 10:21:22
heart,positive,60,photo,studying,9d94f180-947c-40f5-aa05-f1958759b7fc,2021-03-05 18:23:32
heart,positive,60,photo,studying,9d94f180-947c-40f5-aa05-f1958759b7fc,2020-07-01 13:15:44
heart,positive,60,photo,studying,9d94f180-947c-40f5-aa05-f1958759b7fc,2020-11-03 01:23:55
heart,positive,60,photo,studying,6ef45d36-cd14-428c-b5cf-ad2f06371c6e,2020-09-26 11:58:08
heart,positive,60,photo,studying,6ef45d36-cd14-428c-b5cf-ad2f06371c6e,2020-10-25 18:16:58
heart,positive,60,photo,studying,fada6910-2cc5-4600-808c-1e6066f795a6,2021-04-20 09:38:10
heart,positive,60,photo,studying,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,2020-10-06 19:38:33
heart,positive,60,photo,studying,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,2020-09-24 06:23:28
heart,positive,60,photo,studying,1de2f0f9-61ab-43fb-9180-6870824c63c0,2021-04-02 15:22:08
heart,positive,60,photo,studying,c2d6e707-f00e-4fa4-a193-eb36272f58df,2021-01-18 20:13:01
heart,positive,60,photo,studying,c2d6e707-f00e-4fa4-a193-eb36272f58df,2021-06-14 06:42:51
heart,positive,60,photo,studying,c2d6e707-f00e-4fa4-a193-eb36272f58df,2021-05-27 07:21:47
heart,positive,60,photo,studying,af7971aa-5fd5-41d3-b6c3-583704a705a2,2021-03-16 04:21:18
heart,positive,60,photo,studying,af7971aa-5fd5-41d3-b6c3-583704a705a2,2021-05-09 00:13:07
heart,positive,60,photo,studying,6d6cf6a3-4187-44ec-af28-91c99b584bcf,2020-10-23 14:30:35
heart,positive,60,photo,studying,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,2021-03-04 10:35:14
heart,positive,60,photo,studying,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,2021-01-23 07:56:10
heart,positive,60,photo,studying,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,2020-10-20 12:10:01
heart,positive,60,photo,studying,cd568dd1-70cf-45d6-b495-10eebff8c920,2020-10-23 15:44:12
heart,positive,60,photo,studying,cd568dd1-70cf-45d6-b495-10eebff8c920,2021-03-12 16:09:01
heart,positive,60,photo,studying,cd568dd1-70cf-45d6-b495-10eebff8c920,2020-12-13 08:16:35
heart,positive,60,photo,studying,cd568dd1-70cf-45d6-b495-10eebff8c920,2021-04-17 23:34:23
heart,positive,60,photo,studying,cd568dd1-70cf-45d6-b495-10eebff8c920,2021-02-06 12:52:50
heart,positive,60,photo,studying,ef99fd68-74fb-4c72-bc70-742ebca14499,2020-12-14 20:38:02
heart,positive,60,photo,studying,ef99fd68-74fb-4c72-bc70-742ebca14499,2020-08-23 19:47:06
heart,positive,60,photo,studying,d147ab3c-4097-4eec-b4dc-480e4ece801b,2020-10-07 13:11:59
heart,positive,60,photo,studying,ec8e2d25-5730-4753-a0a2-d1ed41e23623,2021-04-27 14:28:24
heart,positive,60,photo,studying,67f2a150-6086-4cbd-8d21-46250ccef5a2,2020-08-21 11:57:42
heart,positive,60,photo,studying,67f2a150-6086-4cbd-8d21-46250ccef5a2,2020-08-18 00:46:25
heart,positive,60,photo,studying,65545cfb-59bb-4dc1-a38b-82f268210da2,2020-11-22 17:40:57
heart,positive,60,photo,studying,433607b3-eeb4-48b8-9263-9805c1b89d55,2020-09-30 01:50:41
heart,positive,60,photo,studying,433607b3-eeb4-48b8-9263-9805c1b89d55,2020-10-13 02:49:21
heart,positive,60,photo,studying,433607b3-eeb4-48b8-9263-9805c1b89d55,2021-02-28 13:40:23
heart,positive,60,photo,studying,433607b3-eeb4-48b8-9263-9805c1b89d55,2021-05-12 03:23:28
heart,positive,60,photo,studying,433607b3-eeb4-48b8-9263-9805c1b89d55,2020-11-13 12:23:05
heart,positive,60,photo,studying,1000371f-7758-4c44-a1bc-41fd836b0bcb,2021-01-21 20:41:49
heart,positive,60,photo,studying,1000371f-7758-4c44-a1bc-41fd836b0bcb,2020-09-12 09:54:48
heart,positive,60,photo,studying,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,2020-08-30 04:20:17
heart,positive,60,photo,studying,8e3896e3-2f84-4b47-9365-fb562c9ed730,2020-10-07 07:46:20
heart,positive,60,photo,studying,de9796a6-d19d-4c41-a965-7aa4dcc69fee,2020-12-04 20:40:02
heart,positive,60,photo,studying,de9796a6-d19d-4c41-a965-7aa4dcc69fee,2020-08-29 14:30:46
heart,positive,60,photo,studying,de9796a6-d19d-4c41-a965-7aa4dcc69fee,2021-01-06 18:27:48
heart,positive,60,photo,studying,de9796a6-d19d-4c41-a965-7aa4dcc69fee,2020-09-09 20:18:56
heart,positive,60,photo,studying,391a9aa4-c04a-431e-8366-712d92267c2b,2021-03-21 00:11:28
heart,positive,60,photo,studying,391a9aa4-c04a-431e-8366-712d92267c2b,2020-11-09 05:49:18
heart,positive,60,photo,studying,391a9aa4-c04a-431e-8366-712d92267c2b,2021-05-13 06:02:22
heart,positive,60,photo,studying,391a9aa4-c04a-431e-8366-712d92267c2b,2021-01-14 00:44:49
heart,positive,60,photo,studying,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,2020-07-20 13:39:24
heart,positive,60,photo,studying,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,2020-08-28 10:30:35
heart,positive,60,photo,studying,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,2021-06-02 00:17:51
heart,positive,60,photo,studying,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,2021-02-19 02:54:49
heart,positive,60,photo,studying,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,2020-06-26 12:23:17
heart,positive,60,photo,studying,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,2021-01-07 04:31:42
heart,positive,60,photo,studying,c7066a17-2e12-49d2-bb9e-c8967051f490,2020-11-06 03:47:07
heart,positive,60,photo,studying,f01ec49c-3179-43bb-b127-2b1a73f34b06,2020-09-07 11:03:26
heart,positive,60,photo,studying,f01ec49c-3179-43bb-b127-2b1a73f34b06,2020-09-13 10:59:51
heart,positive,60,photo,studying,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,2021-05-24 20:53:35
heart,positive,60,photo,studying,b6c24086-becf-4615-801e-c3c298a8d4e2,2020-12-25 17:12:12
heart,positive,60,photo,studying,b6c24086-becf-4615-801e-c3c298a8d4e2,2021-05-25 21:58:30
heart,positive,60,photo,studying,1beeffff-f261-435f-a109-6fafe46669d4,2020-12-23 14:23:17
heart,positive,60,photo,studying,61e6650c-5068-4575-9aee-4217ef3dbdb1,2021-01-11 12:55:42
heart,positive,60,photo,studying,61e6650c-5068-4575-9aee-4217ef3dbdb1,2020-11-03 13:46:25
heart,positive,60,photo,studying,2b6921de-e7f2-4e30-8feb-36bd41becaf0,2020-12-15 20:39:06
heart,positive,60,photo,studying,b56a9e24-d0f2-4599-b893-c2889a15e1d6,2020-10-30 03:41:24
heart,positive,60,photo,studying,b56a9e24-d0f2-4599-b893-c2889a15e1d6,2021-04-02 04:54:27
heart,positive,60,photo,studying,b56a9e24-d0f2-4599-b893-c2889a15e1d6,2021-05-16 09:09:16
heart,positive,60,photo,studying,b56a9e24-d0f2-4599-b893-c2889a15e1d6,2021-01-15 21:13:36
heart,positive,60,photo,studying,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,2020-07-01 18:27:33
heart,positive,60,photo,studying,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,2021-03-12 05:46:27
heart,positive,60,photo,studying,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,2021-06-15 03:20:43
heart,positive,60,photo,studying,2c511a63-5eb5-422f-8483-c9fcf9a29b55,2020-12-06 00:59:35
heart,positive,60,photo,studying,edc4a60a-b5ba-4178-b99e-9d34ed92599c,2021-06-07 14:04:12
heart,positive,60,photo,studying,edc4a60a-b5ba-4178-b99e-9d34ed92599c,2021-02-08 06:07:25
heart,positive,60,photo,studying,edc4a60a-b5ba-4178-b99e-9d34ed92599c,2020-11-23 06:16:15
heart,positive,60,photo,studying,edc4a60a-b5ba-4178-b99e-9d34ed92599c,2020-08-22 22:34:51
heart,positive,60,photo,studying,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,2020-06-28 11:50:31
heart,positive,60,photo,studying,e51b00b8-49d4-4909-9f25-8e9a06e28728,2020-12-15 22:28:26
heart,positive,60,photo,studying,e51b00b8-49d4-4909-9f25-8e9a06e28728,2021-05-05 05:31:36
heart,positive,60,photo,studying,509a5fb0-9bb2-4809-9f90-18ae007acc94,2021-05-05 18:20:16
heart,positive,60,photo,studying,509a5fb0-9bb2-4809-9f90-18ae007acc94,2021-06-14 05:04:39
heart,positive,60,photo,studying,509a5fb0-9bb2-4809-9f90-18ae007acc94,2020-08-01 01:52:35
heart,positive,60,photo,studying,f1038e6c-5292-4e20-a866-675e1637d6b5,2020-08-23 18:37:20
heart,positive,60,photo,studying,f1038e6c-5292-4e20-a866-675e1637d6b5,2021-03-24 16:35:17
heart,positive,60,photo,studying,f1038e6c-5292-4e20-a866-675e1637d6b5,2020-12-07 11:01:17
heart,positive,60,photo,studying,f1038e6c-5292-4e20-a866-675e1637d6b5,2021-02-24 15:49:23
heart,positive,60,photo,studying,08cc29f3-a22d-4652-8f27-ff9e0a826289,2020-12-16 13:54:55
heart,positive,60,photo,studying,08cc29f3-a22d-4652-8f27-ff9e0a826289,2020-12-19 07:33:18
heart,positive,60,photo,studying,a784c1dd-e2ab-408d-a0c3-226a51d420e1,2021-06-14 22:02:35
heart,positive,60,photo,studying,a784c1dd-e2ab-408d-a0c3-226a51d420e1,2021-05-09 08:09:38
heart,positive,60,photo,studying,a784c1dd-e2ab-408d-a0c3-226a51d420e1,2021-04-25 02:45:24
heart,positive,60,photo,studying,1830df30-c239-4287-8d63-fadcb8ced884,2021-01-04 00:34:24
heart,positive,60,photo,studying,de95cdb1-a85a-40de-8467-892e2d1481af,2021-03-12 18:40:58
heart,positive,60,photo,studying,de95cdb1-a85a-40de-8467-892e2d1481af,2021-06-17 11:52:58
heart,positive,60,photo,studying,de95cdb1-a85a-40de-8467-892e2d1481af,2021-01-17 02:08:31
heart,positive,60,photo,studying,de95cdb1-a85a-40de-8467-892e2d1481af,2021-03-20 09:26:09
heart,positive,60,photo,studying,de95cdb1-a85a-40de-8467-892e2d1481af,2020-08-24 19:44:49
heart,positive,60,photo,studying,6199f5ca-cc02-410d-a408-e034946de162,2020-10-27 23:23:55
heart,positive,60,photo,studying,8490c29c-177f-4c21-9d37-d509f9287f30,2020-12-29 22:44:22
heart,positive,60,photo,studying,8490c29c-177f-4c21-9d37-d509f9287f30,2020-09-08 04:01:30
heart,positive,60,photo,studying,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,2020-09-08 12:49:27
heart,positive,60,photo,studying,5651450a-d330-46e6-bac9-c7c7e7defaf2,2021-06-12 23:46:51
heart,positive,60,photo,studying,5651450a-d330-46e6-bac9-c7c7e7defaf2,2020-11-24 11:43:29
heart,positive,60,photo,studying,5651450a-d330-46e6-bac9-c7c7e7defaf2,2021-05-26 14:24:08
heart,positive,60,photo,studying,5651450a-d330-46e6-bac9-c7c7e7defaf2,2021-01-24 22:09:48
heart,positive,60,photo,studying,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,2021-05-28 22:01:43
heart,positive,60,photo,studying,2eb7feec-26a4-4949-8470-3e66c16536e9,2020-10-06 16:33:22
heart,positive,60,photo,studying,0d3d0a35-f806-4536-8733-abf1f92763e2,2021-03-25 03:04:49
heart,positive,60,photo,studying,0d3d0a35-f806-4536-8733-abf1f92763e2,2021-03-04 00:48:59
heart,positive,60,photo,studying,f783f128-6f66-4ef3-a190-5afc29d17012,2020-11-19 03:51:12
heart,positive,60,photo,studying,f783f128-6f66-4ef3-a190-5afc29d17012,2020-07-25 19:33:22
heart,positive,60,photo,studying,f783f128-6f66-4ef3-a190-5afc29d17012,2020-06-28 04:57:44
heart,positive,60,photo,studying,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,2020-07-25 01:48:44
heart,positive,60,photo,studying,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,2021-05-19 03:38:47
heart,positive,60,photo,studying,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,2020-11-12 03:16:04
heart,positive,60,photo,studying,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,2021-04-20 05:57:45
heart,positive,60,photo,studying,93c0f4f6-8c1e-453e-8df0-3015b1e76376,2020-07-18 01:39:29
heart,positive,60,photo,studying,93c0f4f6-8c1e-453e-8df0-3015b1e76376,2021-04-02 02:01:08
heart,positive,60,photo,studying,93c0f4f6-8c1e-453e-8df0-3015b1e76376,2020-07-17 18:29:17
heart,positive,60,photo,studying,93c0f4f6-8c1e-453e-8df0-3015b1e76376,2020-07-30 08:06:49
heart,positive,60,photo,studying,c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,2021-04-17 19:15:25
heart,positive,60,photo,studying,27fffa3e-000d-4f29-9358-5b0d2280d18c,2021-05-07 17:51:51
heart,positive,60,photo,studying,27fffa3e-000d-4f29-9358-5b0d2280d18c,2021-01-28 00:22:41
